id,name,email,home_address,dob,card_last4,member_since,tier,churn_risk
MEM-0961,Ray Hill,ray.hill961@example.com,"934 Canal Rd, Toledo, OH 44074",1955-12-13,2195,2019-03-01,standard,0.18
MEM-0962,Arthur Tanaka,arthur.tanaka962@example.com,"166 Lakeview Dr, Fort Wayne, IN 46634",1970-02-13,8101,2022-06-01,standard,0.12
MEM-0963,Bob King,bob.king963@example.com,"74 Harbor Rd, Akron, OH 43003",1978-07-23,1040,2020-01-01,golden_goose,0.11
MEM-0964,Chen Robinson,chen.robinson964@example.com,"393 Balloon Way, Akron, OH 44820",1965-12-10,1771,2021-08-01,standard,0.35
MEM-0965,Vera Flores,vera.flores965@example.com,"350 Maple St, Sandusky, OH 49152",2001-08-16,3356,2015-09-01,standard,0.13
MEM-0966,Lamar Nowak,lamar.nowak966@example.com,"294 Canal Rd, Akron, OH 43186",1966-05-24,5615,2015-03-01,standard,0.2
MEM-0967,Bettye Hill,bettye.hill967@example.com,"813 Canal Rd, Fort Wayne, IN 46173",1997-11-15,7855,2024-03-01,standard,0.19
MEM-0968,Pearl Anderson,pearl.anderson968@example.com,"474 Meadow Ln, Akron, OH 45722",1978-01-20,5862,2016-08-01,standard,0.15
MEM-0969,Wes Lee,wes.lee969@example.com,"218 Balloon Way, Erie, PA 46070",1976-06-26,2532,2019-04-01,standard,0.27
MEM-0970,Flo Baker,flo.baker970@example.com,"829 Airline Rd, Sandusky, OH 48458",1971-06-19,3662,2015-05-01,standard,0.26
MEM-0971,Yuki Kim,yuki.kim971@example.com,"273 Elm Ct, Dayton, OH 45271",1980-05-23,4089,2016-05-01,standard,0.01
MEM-0972,Vera Walker,vera.walker972@example.com,"572 Harbor Rd, Toledo, OH 45810",1955-07-24,2755,2019-09-01,standard,0.11
MEM-0973,Mo Lee,mo.lee973@example.com,"803 Lakeview Dr, South Bend, IN 46408",1993-11-16,6722,2025-02-01,golden_goose,0.06
MEM-0974,Otis Kowalczyk,otis.kowalczyk974@example.com,"42 Cedar Blvd, Kalamazoo, MI 46212",1976-12-02,5297,2015-12-01,standard,0.19
MEM-0975,Fatima Flores,fatima.flores975@example.com,"85 Harbor Rd, Dayton, OH 47472",1986-01-04,9072,2017-06-01,standard,0.22
MEM-0976,Gus Nguyen,gus.nguyen976@example.com,"120 Balloon Way, Ann Arbor, MI 43500",1978-09-09,8784,2017-06-01,standard,0.02
MEM-0977,Bob Adams,bob.adams977@example.com,"862 Lakeview Dr, Ann Arbor, MI 46002",1992-12-11,7479,2019-01-01,standard,0.17
MEM-0978,Dolores Kowalczyk,dolores.kowalczyk978@example.com,"284 Elm Ct, Columbus, OH 45226",1981-04-27,1071,2018-07-01,standard,0.33
MEM-0979,Mo Patel,mo.patel979@example.com,"16 Cedar Blvd, Kalamazoo, MI 45112",1967-01-11,6713,2021-04-01,golden_goose,0.08
MEM-0980,Jamal Sanchez,jamal.sanchez980@example.com,"905 Ferry St, Findlay, OH 46530",1973-07-22,6650,2016-03-01,standard,0.18
MEM-0981,Ivan Kowalczyk,ivan.kowalczyk981@example.com,"703 Summit Ave, Toledo, OH 44217",2000-01-01,4811,2023-12-01,standard,0.18
MEM-0982,Ernesto Miller,ernesto.miller982@example.com,"959 Canal Rd, Ann Arbor, MI 43780",2003-09-20,1858,2022-09-01,standard,0.06
MEM-0983,Ray Womack,ray.womack983@example.com,"973 Harbor Rd, Findlay, OH 44137",1962-09-07,2579,2016-07-01,standard,0.02
MEM-0984,Pearl Flores,pearl.flores984@example.com,"404 Lakeview Dr, Akron, OH 49647",1965-04-25,1415,2025-04-01,standard,0.28
MEM-0985,Arthur Nguyen,arthur.nguyen985@example.com,"590 Canal Rd, Ann Arbor, MI 47616",1996-04-20,6776,2019-08-01,standard,0.19
MEM-0986,Curtis Ramirez,curtis.ramirez986@example.com,"186 Willow Pass, Akron, OH 43110",1963-04-22,3386,2024-04-01,standard,0.19
MEM-0987,Aisha Al-Sayed,aisha.al.sayed987@example.com,"950 Ferry St, Fort Wayne, IN 48712",1993-05-24,7226,2016-09-01,standard,0.14
MEM-0988,Dolores Scott,dolores.scott988@example.com,"267 Willow Pass, Findlay, OH 48020",1955-07-05,8680,2022-10-01,standard,0.31
MEM-0989,Flo Martinez,flo.martinez989@example.com,"169 Cedar Blvd, Erie, PA 49942",1971-10-18,6443,2021-09-01,standard,0.2
MEM-0990,Omar Thompson,omar.thompson990@example.com,"384 Prairie Ln, South Bend, IN 46234",1978-07-27,7784,2025-01-01,standard,0.35
MEM-0991,Ivan Hernandez,ivan.hernandez991@example.com,"983 Harbor Rd, Bowling Green, OH 44775",1959-08-07,5770,2022-10-01,standard,0.11
MEM-0992,Jerome Okafor-Reyes,jerome.okafor.reyes992@example.com,"579 Lakeview Dr, Ann Arbor, MI 46151",1986-07-11,3866,2015-03-01,standard,0.39
MEM-0993,Vera Osei,vera.osei993@example.com,"735 Maple St, Toledo, OH 45410",1966-10-24,2251,2022-05-01,standard,0.12
MEM-0994,Lamar Anderson,lamar.anderson994@example.com,"285 Harbor Rd, Toledo, OH 45192",1981-09-18,3093,2022-02-01,standard,0.29
MEM-0995,Chen Tanaka,chen.tanaka995@example.com,"292 Oak Ave, Akron, OH 45849",2002-12-27,3238,2019-07-01,standard,0.23
MEM-0996,Greg Hernandez,greg.hernandez996@example.com,"440 Elm Ct, Fort Wayne, IN 46522",1969-04-23,8736,2017-05-01,standard,0.35
MEM-0997,Keiko Hernandez,keiko.hernandez997@example.com,"183 Harbor Rd, Ann Arbor, MI 45353",1960-12-21,3649,2015-12-01,standard,0.28
MEM-0998,Pearl Smith,pearl.smith998@example.com,"127 Willow Pass, Findlay, OH 48040",1989-11-20,6224,2025-03-01,standard,0.22
MEM-0999,Quinn Martinez,quinn.martinez999@example.com,"519 Lakeview Dr, Erie, PA 46922",1959-01-18,8196,2015-02-01,standard,0.11
MEM-1000,Nadia Green,nadia.green1000@example.com,"283 Meadow Ln, Kalamazoo, MI 48224",1959-11-10,2258,2016-02-01,standard,0.13
MEM-1001,Ximena Hernandez,ximena.hernandez1001@example.com,"734 Airline Rd, Findlay, OH 45024",1981-03-20,6369,2021-11-01,standard,0.4
MEM-1002,Flo Thompson,flo.thompson1002@example.com,"874 Elm Ct, Sandusky, OH 45524",1988-01-26,6129,2019-04-01,standard,0.22
MEM-1003,Dolores Brown,dolores.brown1003@example.com,"821 Prairie Ln, Toledo, OH 46090",1993-07-10,6381,2023-09-01,standard,0.24
MEM-1004,Quinn Nowak,quinn.nowak1004@example.com,"227 Lakeview Dr, Akron, OH 46619",1963-10-11,3949,2017-12-01,standard,0.01
MEM-1005,Wes Torres,wes.torres1005@example.com,"364 Orchard Ave, Dayton, OH 45196",1999-07-20,1679,2020-11-01,standard,0.06
MEM-1006,Yosef Miller,yosef.miller1006@example.com,"586 Prairie Ln, Dayton, OH 49426",1961-03-14,3505,2021-10-01,standard,0.27
MEM-1007,Mabel Tanaka,mabel.tanaka1007@example.com,"449 Summit Ave, Kalamazoo, MI 43924",1968-07-07,6905,2020-09-01,standard,0.38
MEM-1008,Yosef Kim,yosef.kim1008@example.com,"534 Ferry St, Akron, OH 46563",1986-04-08,9741,2024-11-01,standard,0.23
MEM-1009,Priya Davis,priya.davis1009@example.com,"191 Prairie Ln, Erie, PA 49326",1990-02-13,3823,2025-09-01,standard,0.04
MEM-1010,Mo Garcia,mo.garcia1010@example.com,"990 Elm Ct, Dayton, OH 43525",1992-03-22,8146,2025-08-01,standard,0.1
MEM-1011,Dolores Anderson,dolores.anderson1011@example.com,"640 Canal Rd, Akron, OH 48659",1986-06-20,5543,2021-09-01,standard,0.09
MEM-1012,Mo White,mo.white1012@example.com,"796 Cedar Blvd, Findlay, OH 44300",1976-02-09,6247,2018-07-01,standard,0.35
MEM-1013,Luis Young,luis.young1013@example.com,"326 Maple St, Fort Wayne, IN 48764",1980-05-21,5792,2016-05-01,standard,0.37
MEM-1014,Ray Adams,ray.adams1014@example.com,"183 Ferry St, Bowling Green, OH 46467",1959-05-12,9956,2021-02-01,standard,0.24
MEM-1015,Keiko Kim,keiko.kim1015@example.com,"138 Foundry St, Toledo, OH 45193",1968-05-14,7765,2016-06-01,standard,0.13
MEM-1016,Jamal Baker,jamal.baker1016@example.com,"936 Lakeview Dr, Erie, PA 44829",1971-11-06,2150,2019-09-01,standard,0.11
MEM-1017,Pearl Wright,pearl.wright1017@example.com,"628 Willow Pass, Columbus, OH 44057",1968-01-19,9512,2025-07-01,standard,0.36
MEM-1018,Quinn Sanchez,quinn.sanchez1018@example.com,"624 Harbor Rd, Toledo, OH 47259",1994-04-15,2787,2024-01-01,standard,0.29
MEM-1019,Quinn Miller,quinn.miller1019@example.com,"948 Foundry St, Sandusky, OH 43712",1985-06-21,1553,2022-07-01,standard,0.06
MEM-1020,Yosef Torres,yosef.torres1020@example.com,"324 Ferry St, South Bend, IN 48814",1955-07-13,7208,2024-02-01,standard,0.17
MEM-1021,Hannah Davis,hannah.davis1021@example.com,"375 Lakeview Dr, Bowling Green, OH 48239",1959-05-07,6832,2018-03-01,standard,0.39
MEM-1022,Hannah King,hannah.king1022@example.com,"481 Orchard Ave, Columbus, OH 45383",2003-02-03,6308,2021-08-01,standard,0.07
MEM-1023,Quinn Adams,quinn.adams1023@example.com,"542 Maple St, Dayton, OH 49910",1979-12-25,3308,2020-10-01,golden_goose,0.1
MEM-1024,Jamal Wright,jamal.wright1024@example.com,"858 Summit Ave, Fort Wayne, IN 43579",1991-01-12,9930,2016-05-01,standard,0.17
MEM-1025,Keiko Nguyen,keiko.nguyen1025@example.com,"238 Oak Ave, Erie, PA 43493",1979-09-13,5132,2024-10-01,standard,0.34
MEM-1026,Vera Davis,vera.davis1026@example.com,"662 Elm Ct, Columbus, OH 46938",1990-07-07,2987,2015-02-01,standard,0.28
MEM-1027,Ivan Hill,ivan.hill1027@example.com,"306 Prairie Ln, Sandusky, OH 47103",1971-12-28,1053,2023-01-01,standard,0.29
MEM-1028,Priya Clark,priya.clark1028@example.com,"371 Ferry St, Erie, PA 46012",1989-12-21,3519,2018-02-01,standard,0.3
MEM-1029,Ernesto Garcia,ernesto.garcia1029@example.com,"882 Canal Rd, Fort Wayne, IN 49145",1975-06-07,5643,2020-02-01,standard,0.13
MEM-1030,Stan Miller,stan.miller1030@example.com,"526 Cedar Blvd, Columbus, OH 44759",1959-12-13,2212,2025-05-01,golden_goose,0.36
MEM-1031,Mabel Womack,mabel.womack1031@example.com,"578 Lakeview Dr, Columbus, OH 47641",2000-04-28,8462,2018-09-01,golden_goose,0.25
MEM-1032,Otis Hernandez,otis.hernandez1032@example.com,"392 Prairie Ln, Ann Arbor, MI 45783",1972-11-25,2591,2023-07-01,standard,0.03
MEM-1033,Rosa Thompson,rosa.thompson1033@example.com,"443 Foundry St, Fort Wayne, IN 48945",1971-02-21,1093,2020-08-01,standard,0.05
MEM-1034,Ximena Moore,ximena.moore1034@example.com,"305 Cedar Blvd, Ann Arbor, MI 44116",1981-08-12,8833,2022-12-01,standard,0.13
MEM-1035,Wes Brzezinski,wes.brzezinski1035@example.com,"516 Canal Rd, Toledo, OH 46305",1967-09-05,4410,2022-05-01,standard,0.18
MEM-1036,Fatima Brown,fatima.brown1036@example.com,"156 Canal Rd, Akron, OH 43841",1987-09-15,1550,2025-06-01,standard,0.17
MEM-1037,Jerome Young,jerome.young1037@example.com,"745 Meadow Ln, Erie, PA 49924",1972-11-05,8310,2018-02-01,standard,0.11
MEM-1038,Omar Smith,omar.smith1038@example.com,"739 Summit Ave, Erie, PA 45763",1982-01-23,6223,2019-07-01,standard,0.36
MEM-1039,Yuki Robinson,yuki.robinson1039@example.com,"842 Canal Rd, Kalamazoo, MI 45225",1972-06-04,1983,2018-02-01,standard,0.26
MEM-1040,Aisha Davis,aisha.davis1040@example.com,"328 Maple St, Bowling Green, OH 46660",1966-06-18,8343,2025-01-01,standard,0.25
MEM-1041,Kitty Young,kitty.young1041@example.com,"935 Lakeview Dr, Sandusky, OH 48731",1982-02-04,5945,2016-01-01,standard,0.01
MEM-1042,Hannah Lopez,hannah.lopez1042@example.com,"551 Prairie Ln, Findlay, OH 45655",1973-04-15,9961,2019-11-01,standard,0.15
MEM-1043,Carlos Baker,carlos.baker1043@example.com,"427 Summit Ave, Toledo, OH 47364",2001-09-05,5607,2019-12-01,golden_goose,0.01
MEM-1044,Quinn Walker,quinn.walker1044@example.com,"195 Canal Rd, Bowling Green, OH 43137",1959-03-13,5050,2019-11-01,standard,0.18
MEM-1045,Yuki Garcia,yuki.garcia1045@example.com,"950 Willow Pass, South Bend, IN 46391",1960-06-22,8122,2016-05-01,standard,0.14
MEM-1046,Flo Garcia,flo.garcia1046@example.com,"966 Foundry St, Erie, PA 49639",1994-04-01,1969,2023-04-01,standard,0.31
MEM-1047,Bob Young,bob.young1047@example.com,"581 Elm Ct, Toledo, OH 49496",1966-05-25,1811,2023-07-01,standard,0.01
MEM-1048,Tina Perez,tina.perez1048@example.com,"290 Balloon Way, Kalamazoo, MI 44155",1959-11-04,3979,2015-04-01,standard,0.17
MEM-1049,Gus Al-Sayed,gus.al.sayed1049@example.com,"421 Harbor Rd, Columbus, OH 47282",1990-06-28,6296,2025-07-01,standard,0.31
MEM-1050,Linda Al-Sayed,linda.al.sayed1050@example.com,"515 Lakeview Dr, South Bend, IN 48675",1965-03-17,9232,2024-12-01,standard,0.06
MEM-1051,Ximena Hernandez,ximena.hernandez1051@example.com,"642 Meadow Ln, Fort Wayne, IN 47502",1962-10-28,7610,2020-09-01,standard,0.09
MEM-1052,Pearl Allen,pearl.allen1052@example.com,"473 Harbor Rd, Erie, PA 43789",1991-01-08,8109,2015-06-01,standard,0.34
MEM-1053,Jamal Osei,jamal.osei1053@example.com,"491 Elm Ct, Columbus, OH 46591",1998-07-22,7926,2025-03-01,standard,0.09
MEM-1054,Bob Anderson,bob.anderson1054@example.com,"361 Foundry St, Akron, OH 44725",1990-05-28,7208,2017-01-01,golden_goose,0.05
MEM-1055,Wes Okafor-Reyes,wes.okafor.reyes1055@example.com,"342 Harbor Rd, Ann Arbor, MI 45039",2000-06-03,5558,2025-06-01,standard,0.22
MEM-1056,Mabel Baker,mabel.baker1056@example.com,"85 Summit Ave, Akron, OH 47561",1967-10-02,1119,2021-04-01,standard,0.21
MEM-1057,Stan Sanchez,stan.sanchez1057@example.com,"701 Ferry St, South Bend, IN 44677",1965-07-23,3345,2024-10-01,standard,0.09
MEM-1058,Greg Anderson,greg.anderson1058@example.com,"742 Airline Rd, Findlay, OH 48103",2004-10-13,2364,2024-06-01,standard,0.08
MEM-1059,DeShawn Robinson,deshawn.robinson1059@example.com,"803 Orchard Ave, Akron, OH 44158",1989-01-01,1704,2019-04-01,standard,0.3
MEM-1060,Jamal Kim,jamal.kim1060@example.com,"81 Lakeview Dr, Fort Wayne, IN 48078",1973-10-12,4189,2017-10-01,standard,0.14
MEM-1061,Vera Flores,vera.flores1061@example.com,"91 Airline Rd, Sandusky, OH 44238",1997-05-01,2768,2021-10-01,standard,0.01
MEM-1062,Umar Kim,umar.kim1062@example.com,"825 Summit Ave, Fort Wayne, IN 46539",1974-08-01,3537,2016-01-01,standard,0.06
MEM-1063,Nadia Clark,nadia.clark1063@example.com,"485 Prairie Ln, South Bend, IN 47126",2004-06-06,7995,2019-12-01,standard,0.05
MEM-1064,Jamal Martin,jamal.martin1064@example.com,"997 Cedar Blvd, Ann Arbor, MI 49144",1980-05-05,7451,2020-06-01,standard,0.13
MEM-1065,Harriet King,harriet.king1065@example.com,"572 Cedar Blvd, Fort Wayne, IN 46155",1987-04-02,1200,2016-08-01,standard,0.26
MEM-1066,Jerome Patel,jerome.patel1066@example.com,"451 Meadow Ln, Fort Wayne, IN 44690",1985-11-14,3983,2018-01-01,standard,0.17
MEM-1067,Ingrid Perez,ingrid.perez1067@example.com,"730 Willow Pass, Kalamazoo, MI 49537",1975-11-10,6613,2017-01-01,standard,0.33
MEM-1068,Ivan Smith,ivan.smith1068@example.com,"643 Orchard Ave, Fort Wayne, IN 48935",1971-10-10,9751,2021-11-01,standard,0.2
MEM-1069,Jamal Lee,jamal.lee1069@example.com,"242 Ferry St, South Bend, IN 43711",1977-03-02,3246,2015-01-01,standard,0.07
MEM-1070,Omar Torres,omar.torres1070@example.com,"520 Meadow Ln, Dayton, OH 49391",1957-09-04,2930,2020-10-01,standard,0.21
MEM-1071,Arthur Martin,arthur.martin1071@example.com,"931 Foundry St, Fort Wayne, IN 47908",1961-08-17,7277,2024-01-01,standard,0.37
MEM-1072,Umar Thompson,umar.thompson1072@example.com,"910 Balloon Way, Findlay, OH 44969",2000-07-27,4327,2018-10-01,standard,0.27
MEM-1073,Tomasz Anderson,tomasz.anderson1073@example.com,"956 Lakeview Dr, Toledo, OH 49898",1962-06-28,1644,2022-02-01,golden_goose,0.37
MEM-1074,Arthur Brzezinski,arthur.brzezinski1074@example.com,"697 Ferry St, Fort Wayne, IN 46198",1974-01-06,6999,2018-11-01,standard,0.35
MEM-1075,Ximena Hernandez,ximena.hernandez1075@example.com,"314 Willow Pass, South Bend, IN 43218",1990-10-13,1975,2017-05-01,standard,0.38
MEM-1076,Lamar Martinez,lamar.martinez1076@example.com,"512 Summit Ave, Kalamazoo, MI 46333",1997-03-27,4555,2024-05-01,standard,0.08
MEM-1077,Pearl Brzezinski,pearl.brzezinski1077@example.com,"156 Canal Rd, Sandusky, OH 49847",1968-06-05,8640,2016-05-01,golden_goose,0.02
MEM-1078,Rosa Brzezinski,rosa.brzezinski1078@example.com,"462 Summit Ave, Kalamazoo, MI 43181",2000-08-26,6274,2025-03-01,standard,0.23
MEM-1079,Keiko Walker,keiko.walker1079@example.com,"292 Willow Pass, Akron, OH 49824",1979-02-01,8090,2021-09-01,standard,0.19
MEM-1080,Luis Wright,luis.wright1080@example.com,"70 Balloon Way, Sandusky, OH 49333",2003-09-02,3847,2024-04-01,standard,0.31
MEM-1081,Ernesto White,ernesto.white1081@example.com,"403 Prairie Ln, Bowling Green, OH 46953",1973-11-02,5977,2018-07-01,standard,0.33
MEM-1082,Paloma Lopez,paloma.lopez1082@example.com,"680 Maple St, Toledo, OH 48154",1977-06-03,5558,2017-09-01,standard,0.05
MEM-1083,Nadia Thomas,nadia.thomas1083@example.com,"198 Harbor Rd, Akron, OH 46853",1967-03-15,9947,2018-05-01,standard,0.3
MEM-1084,Yosef Al-Sayed,yosef.al.sayed1084@example.com,"324 Prairie Ln, Akron, OH 48729",1987-01-08,6394,2022-03-01,standard,0.38
MEM-1085,Wes Womack,wes.womack1085@example.com,"171 Willow Pass, Findlay, OH 49756",1993-01-17,1378,2015-07-01,standard,0.14
MEM-1086,Lamar Martin,lamar.martin1086@example.com,"103 Oak Ave, Erie, PA 45445",1955-06-19,3091,2024-07-01,standard,0.28
MEM-1087,Rosa Davis,rosa.davis1087@example.com,"335 Cedar Blvd, Erie, PA 48064",1968-03-15,5257,2020-01-01,standard,0.13
MEM-1088,Margaret Young,margaret.young1088@example.com,"527 Maple St, Sandusky, OH 46431",1991-01-06,6082,2025-08-01,standard,0.21
MEM-1089,Umar Miller,umar.miller1089@example.com,"796 Elm Ct, Erie, PA 47583",1981-06-05,7474,2021-09-01,standard,0.39
MEM-1090,Priya Torres,priya.torres1090@example.com,"651 Meadow Ln, Erie, PA 47747",1955-06-14,2705,2024-06-01,standard,0.11
MEM-1091,Vera Davis,vera.davis1091@example.com,"446 Cedar Blvd, Kalamazoo, MI 43270",1981-01-26,2052,2020-12-01,standard,0.25
MEM-1092,Omar Scott,omar.scott1092@example.com,"236 Harbor Rd, Ann Arbor, MI 48342",1963-06-02,8556,2015-10-01,standard,0.37
MEM-1093,Ivan Wright,ivan.wright1093@example.com,"939 Harbor Rd, Findlay, OH 44489",1989-02-03,8455,2017-09-01,standard,0.39
MEM-1094,Mo Flores,mo.flores1094@example.com,"737 Canal Rd, Dayton, OH 47822",1960-10-14,7731,2017-09-01,standard,0.31
MEM-1095,Fatima Womack,fatima.womack1095@example.com,"558 Cedar Blvd, Ann Arbor, MI 48670",1978-01-11,2242,2020-06-01,standard,0.37
MEM-1096,Flo Adams,flo.adams1096@example.com,"32 Willow Pass, Ann Arbor, MI 48082",1960-07-28,9857,2025-11-01,standard,0.28
MEM-1097,Aisha Lee,aisha.lee1097@example.com,"885 Foundry St, South Bend, IN 47078",1965-03-24,3554,2017-11-01,standard,0.2
MEM-1098,Lamar White,lamar.white1098@example.com,"887 Canal Rd, Bowling Green, OH 48659",1992-08-13,7403,2021-01-01,standard,0.23
MEM-1099,Margaret Al-Sayed,margaret.al.sayed1099@example.com,"323 Balloon Way, Dayton, OH 48261",1985-09-22,6980,2016-09-01,standard,0.09
MEM-1100,DeShawn Scott,deshawn.scott1100@example.com,"513 Cedar Blvd, Columbus, OH 46051",1999-03-16,3420,2023-02-01,standard,0.33
MEM-1101,Stan Davis,stan.davis1101@example.com,"604 Canal Rd, Fort Wayne, IN 46113",2000-04-26,7242,2025-04-01,standard,0.21
MEM-1102,Paloma Flores,paloma.flores1102@example.com,"386 Airline Rd, Fort Wayne, IN 48163",1974-10-26,9158,2025-03-01,standard,0.02
MEM-1103,Nellie Brzezinski,nellie.brzezinski1103@example.com,"223 Prairie Ln, Fort Wayne, IN 48893",1971-07-12,1610,2019-10-01,standard,0.1
MEM-1104,Margaret Allen,margaret.allen1104@example.com,"631 Harbor Rd, Ann Arbor, MI 49732",1989-06-27,3036,2025-07-01,standard,0.04
MEM-1105,Otis Garcia,otis.garcia1105@example.com,"950 Oak Ave, Bowling Green, OH 48426",1984-07-16,4292,2023-03-01,standard,0.35
MEM-1106,Yosef Anderson,yosef.anderson1106@example.com,"768 Orchard Ave, Bowling Green, OH 47872",1971-04-06,7658,2022-12-01,standard,0.11
MEM-1107,Zoe Flores,zoe.flores1107@example.com,"33 Meadow Ln, Kalamazoo, MI 47213",1956-02-25,7922,2021-02-01,standard,0.18
MEM-1108,Nadia Nowak,nadia.nowak1108@example.com,"133 Maple St, Ann Arbor, MI 43486",1955-06-16,3369,2022-06-01,standard,0.25
MEM-1109,Keiko Clark,keiko.clark1109@example.com,"128 Airline Rd, Bowling Green, OH 48581",1963-03-28,3815,2023-02-01,standard,0.2
MEM-1110,Aisha Davis,aisha.davis1110@example.com,"874 Maple St, Findlay, OH 49975",1977-07-04,1923,2015-01-01,standard,0.21
MEM-1111,Dolores Al-Sayed,dolores.al.sayed1111@example.com,"653 Canal Rd, Dayton, OH 48193",1979-12-15,9335,2022-01-01,standard,0.39
MEM-1112,Dolores Wilson,dolores.wilson1112@example.com,"129 Summit Ave, Columbus, OH 44051",1960-10-19,4684,2021-05-01,standard,0.13
MEM-1113,Hannah Brzezinski,hannah.brzezinski1113@example.com,"839 Oak Ave, Findlay, OH 48334",1987-02-26,7501,2016-11-01,standard,0.23
MEM-1114,Rosa Martin,rosa.martin1114@example.com,"186 Lakeview Dr, Erie, PA 43838",1978-11-01,6766,2015-02-01,standard,0.36
MEM-1115,Jamal Anderson,jamal.anderson1115@example.com,"215 Elm Ct, Akron, OH 46444",1955-03-15,6215,2023-08-01,standard,0.21
MEM-1116,Yuki Okafor-Reyes,yuki.okafor.reyes1116@example.com,"574 Foundry St, Dayton, OH 47350",1989-11-04,3049,2025-06-01,standard,0.25
MEM-1117,Quinn Lee,quinn.lee1117@example.com,"666 Cedar Blvd, Kalamazoo, MI 46911",1978-10-03,2321,2024-04-01,standard,0.26
MEM-1118,Yosef Hernandez,yosef.hernandez1118@example.com,"675 Oak Ave, South Bend, IN 46643",1993-04-22,1384,2016-07-01,standard,0.36
MEM-1119,Ray Lopez,ray.lopez1119@example.com,"275 Airline Rd, Bowling Green, OH 49521",1967-05-13,3747,2015-01-01,standard,0.35
MEM-1120,Linda Robinson,linda.robinson1120@example.com,"32 Maple St, Toledo, OH 43180",2003-02-15,9804,2023-07-01,standard,0.37
MEM-1121,Aisha Garcia,aisha.garcia1121@example.com,"486 Oak Ave, Erie, PA 44502",1969-06-23,7841,2024-02-01,standard,0.11
MEM-1122,Bettye Kim,bettye.kim1122@example.com,"168 Ferry St, Dayton, OH 44838",1971-06-13,4314,2017-09-01,standard,0.24
MEM-1123,Jerome Sanchez,jerome.sanchez1123@example.com,"693 Canal Rd, Columbus, OH 45361",1980-05-14,8150,2015-03-01,standard,0.01
MEM-1124,Vera Harris,vera.harris1124@example.com,"602 Foundry St, Toledo, OH 47062",2001-10-28,7198,2021-03-01,standard,0.28
MEM-1125,Priya Walker,priya.walker1125@example.com,"718 Maple St, Toledo, OH 49230",1996-05-09,9317,2015-02-01,standard,0.39
MEM-1126,Aisha Clark,aisha.clark1126@example.com,"103 Balloon Way, Erie, PA 49689",1978-09-27,6523,2023-12-01,standard,0.04
MEM-1127,Paloma Scott,paloma.scott1127@example.com,"540 Oak Ave, Fort Wayne, IN 49316",1961-12-20,5786,2022-01-01,standard,0.04
MEM-1128,Curtis Allen,curtis.allen1128@example.com,"16 Elm Ct, Erie, PA 46240",1974-04-25,3400,2017-11-01,golden_goose,0.25
MEM-1129,Nellie Martin,nellie.martin1129@example.com,"506 Elm Ct, Sandusky, OH 45302",1998-10-18,1398,2019-02-01,standard,0.09
MEM-1130,Stan Ramirez,stan.ramirez1130@example.com,"647 Canal Rd, Akron, OH 43122",1996-11-07,1120,2023-07-01,standard,0.15
MEM-1131,Dolores Clark,dolores.clark1131@example.com,"360 Foundry St, Ann Arbor, MI 49290",1974-10-18,4829,2023-04-01,standard,0.31
MEM-1132,Zoe Adams,zoe.adams1132@example.com,"861 Cedar Blvd, Bowling Green, OH 49962",1998-01-23,5276,2016-05-01,standard,0.01
MEM-1133,Fatima Anderson,fatima.anderson1133@example.com,"673 Canal Rd, Findlay, OH 46091",1962-03-01,1601,2021-04-01,standard,0.19
MEM-1134,Ingrid Green,ingrid.green1134@example.com,"732 Maple St, Fort Wayne, IN 47717",1968-07-02,5868,2023-05-01,standard,0.09
MEM-1135,Ingrid Torres,ingrid.torres1135@example.com,"837 Elm Ct, Bowling Green, OH 43922",1993-07-27,4956,2019-08-01,standard,0.38
MEM-1136,Carlos Patel,carlos.patel1136@example.com,"243 Meadow Ln, Dayton, OH 45239",1987-03-13,9821,2022-02-01,standard,0.15
MEM-1137,Mo Walker,mo.walker1137@example.com,"935 Summit Ave, Columbus, OH 47846",1994-11-20,9182,2016-11-01,standard,0.37
MEM-1138,Yuki Nowak,yuki.nowak1138@example.com,"461 Ferry St, Toledo, OH 47372",1962-02-28,7098,2019-01-01,standard,0.11
MEM-1139,Chen Robinson,chen.robinson1139@example.com,"616 Cedar Blvd, Erie, PA 43255",1999-02-24,4062,2019-03-01,standard,0.35
MEM-1140,Mo Jackson,mo.jackson1140@example.com,"49 Maple St, Akron, OH 49864",1980-03-18,6100,2018-03-01,standard,0.26
MEM-1141,Jamal Perez,jamal.perez1141@example.com,"203 Canal Rd, South Bend, IN 47135",1975-05-16,2372,2023-01-01,standard,0.38
MEM-1142,Otis Allen,otis.allen1142@example.com,"751 Meadow Ln, South Bend, IN 47689",1959-03-05,1190,2021-12-01,standard,0.06
MEM-1143,Greg Nowak,greg.nowak1143@example.com,"685 Maple St, Dayton, OH 43858",1982-10-27,9892,2018-06-01,standard,0.39
MEM-1144,Kitty Al-Sayed,kitty.al.sayed1144@example.com,"168 Ferry St, Findlay, OH 47248",1977-03-18,4850,2025-04-01,standard,0.14
MEM-1145,Lamar Lee,lamar.lee1145@example.com,"130 Canal Rd, Fort Wayne, IN 48890",1991-09-28,5970,2020-02-01,standard,0.38
MEM-1146,Fatima Kim,fatima.kim1146@example.com,"631 Maple St, Erie, PA 44201",1976-08-14,8712,2023-04-01,standard,0.02
